,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,ide,year,weekofyear,month,dayofweek,hour,Stall_no_Market_Category,Stall_no_Loyalty_customer,Stall_no_Product_Category,Stall_no_Grade,Stall_no_Discount_avail,Stall_no_year,Stall_no_month,Market_Category_Stall_no,Market_Category_Loyalty_customer,Market_Category_Product_Category,Market_Category_Grade,Market_Category_Discount_avail,Market_Category_year,Market_Category_month,Loyalty_customer_Stall_no,Loyalty_customer_Market_Category,Loyalty_customer_Product_Category,Loyalty_customer_Grade,Loyalty_customer_Discount_avail,Loyalty_customer_year,Loyalty_customer_month,Product_Category_Stall_no,Product_Category_Market_Category,Product_Category_Loyalty_customer,Product_Category_Grade,Product_Category_Discount_avail,Product_Category_year,Product_Category_month,Grade_Stall_no,Grade_Market_Category,Grade_Loyalty_customer,Grade_Product_Category,Grade_Discount_avail,Grade_year,Grade_month,Discount_avail_Stall_no,Discount_avail_Market_Category,Discount_avail_Loyalty_customer,Discount_avail_Product_Category,Discount_avail_Grade,Discount_avail_year,Discount_avail_month,year_Stall_no,year_Market_Category,year_Loyalty_customer,year_Product_Category,year_Grade,year_Discount_avail,year_month,month_Stall_no,month_Market_Category,month_Loyalty_customer,month_Product_Category,month_Grade,month_Discount_avail,month_year
1261,49,164,0,2,3,41,0,141.0,15.0,1926.0,11003.0,6572.86272,339,2,4,5,2,13,4030,98,492,199,126,143,520,2140,275,867,215,263,274,593,49,132,2,3,0,2,5,149,391,4,11,6,8,27,200,352,6,32,9,11,38,49,161,0,2,3,2,5,144,413,4,22,11,6,18,298,550,10,52,23,14,12
1262,15,60,1,2,0,32,0,170.0,11.0,1977.0,3274.0,2791.394025,297,2,4,5,0,15,1238,31,152,60,36,44,160,970,108,388,79,98,111,260,66,282,12,4,3,5,15,115,346,5,8,6,8,27,15,52,1,2,0,2,5,15,60,1,2,0,2,5,110,340,5,22,8,6,18,264,480,11,52,20,14,12
1263,17,60,1,6,0,43,0,109.0,6.0,2677.0,3562.0,3209.695632,367,2,4,5,0,14,1402,35,176,68,42,50,182,971,108,392,79,98,111,260,68,282,16,4,3,5,15,320,977,13,24,18,20,71,17,52,1,6,0,2,5,17,60,1,6,0,2,5,112,340,5,26,8,6,18,266,480,11,56,20,14,12
1264,3,37,1,6,0,97,0,136.0,8.0,703.0,2487.0,1707.335168,44,1,20,9,1,15,260,7,36,12,7,9,40,584,67,243,45,56,70,167,54,262,16,4,3,4,19,306,962,13,24,18,19,75,3,31,1,6,0,1,9,3,37,1,6,0,1,9,47,103,3,16,4,3,14,430,850,18,96,36,24,17
1265,33,40,1,5,0,81,1,238.0,5.0,4300.0,5844.0,785.4059136,257,1,20,9,0,13,2715,67,335,132,85,96,354,769,86,309,61,78,87,207,84,265,15,4,4,4,19,285,802,11,20,16,16,64,33,34,1,5,1,1,9,84,298,3,15,4,4,20,77,105,3,15,4,4,14,460,851,18,95,36,25,17
1266,15,228,1,5,0,69,0,278.0,8.0,3215.0,6113.0,4896.2727,339,2,4,5,1,16,1282,31,155,60,36,44,160,3296,395,1295,304,381,409,925,66,433,15,4,3,5,15,267,903,11,20,15,17,60,15,167,1,5,0,2,5,15,225,1,5,0,2,5,110,456,5,25,8,6,18,264,588,11,55,20,14,12
1267,35,10,1,2,3,95,0,140.0,11.0,264.0,733.0,629.84768,101,1,33,2,3,21,2872,71,352,143,90,102,368,443,38,162,25,33,40,106,86,237,12,7,3,4,12,135,318,5,11,6,7,24,186,346,7,32,9,10,35,35,10,1,2,3,1,2,79,78,3,12,7,3,7,83,63,3,12,7,3,3
1268,44,201,1,3,0,55,0,354.0,11.0,5904.0,8924.0,7726.392576,44,1,20,9,2,15,3656,89,443,176,112,129,471,2974,345,1150,270,334,354,808,95,409,13,4,3,4,19,194,580,7,12,9,10,42,44,151,1,3,0,1,9,44,198,1,3,0,1,9,88,223,3,13,4,3,14,471,918,18,93,36,24,17
1269,26,98,0,0,0,61,2,342.0,17.0,2121.0,3310.0,3031.4988,205,1,25,10,5,5,2171,52,260,104,68,75,282,1358,164,545,130,158,164,366,26,79,0,0,2,1,9,26,55,0,0,2,1,10,26,80,0,0,2,1,10,115,439,4,20,8,7,29,70,150,2,10,4,5,15,504,1022,19,100,40,29,18
1270,40,10,0,8,3,89,0,297.0,2.0,291.0,700.0,781.18656,86,1,25,10,3,7,3274,80,408,163,103,117,429,446,37,168,25,33,40,113,40,10,8,3,0,1,9,444,1273,16,35,23,25,98,191,346,6,38,9,10,43,40,10,0,8,3,1,10,84,78,2,18,7,3,15,518,978,19,108,43,27,18
1271,44,3,1,0,0,84,0,281.0,15.0,1928.0,2813.0,2616.827136,205,2,0,0,0,20,3595,89,440,176,112,130,462,52,3,10,2,2,4,8,95,230,10,4,3,5,10,44,3,1,0,0,2,0,44,2,1,0,0,2,0,44,3,1,0,0,2,0,139,296,5,20,8,6,16,193,246,7,30,12,9,7
1272,35,80,1,6,0,39,0,102.0,5.0,2658.0,5341.0,4093.24125,339,2,4,5,1,16,2888,71,356,140,90,103,371,1139,137,469,104,125,138,310,86,298,16,4,3,5,15,338,985,13,24,18,20,71,35,66,1,6,0,2,5,35,79,1,6,0,2,5,130,352,5,26,8,6,18,284,491,11,56,20,14,12
1273,22,141,1,1,2,58,0,216.0,14.0,2958.0,4978.0,4162.746816,283,1,18,8,4,1,1834,45,221,90,55,63,238,1750,235,733,188,221,225,480,73,354,11,6,3,4,18,72,228,3,6,3,4,19,123,299,5,21,6,7,30,22,138,1,1,2,1,8,66,166,3,11,6,3,13,400,789,16,81,34,22,15
1274,5,228,1,7,0,35,0,172.0,1.0,4173.0,6141.0,5316.1962,3,1,9,7,4,9,474,11,57,20,12,15,59,3286,395,1297,304,381,408,927,56,433,17,4,3,4,17,359,1240,15,28,21,22,84,5,167,1,7,0,1,7,5,225,1,7,0,1,7,49,248,3,17,4,3,12,336,759,15,77,28,19,14
1275,25,230,0,7,0,60,0,118.0,10.0,2470.0,5133.0,3835.02575,219,2,0,0,1,21,2124,50,257,100,64,73,262,3358,398,1310,306,386,412,932,25,190,7,0,0,2,0,379,1241,14,28,21,23,77,25,169,0,7,0,2,0,25,227,0,7,0,2,0,120,457,4,27,8,6,16,174,333,6,37,12,9,7
1276,47,127,1,1,0,58,0,224.0,15.0,7932.0,10851.0,9567.960624,368,2,4,5,0,11,3861,95,471,188,121,138,499,1677,222,694,178,209,211,445,98,342,11,4,3,5,15,97,222,3,4,3,5,16,47,101,1,1,0,2,5,47,124,1,1,0,2,5,142,387,5,21,8,6,18,296,525,11,51,20,14,12
1277,36,246,1,1,0,64,0,243.0,14.0,992.0,1402.0,1427.2632,257,1,9,7,2,7,3015,73,361,144,93,105,383,3703,427,1403,327,413,436,1013,87,451,11,4,3,4,17,86,290,3,4,3,4,18,36,179,1,1,0,1,7,36,243,1,1,0,1,7,80,265,3,11,4,3,12,367,770,15,71,28,19,14
1278,27,120,0,9,1,66,0,560.0,17.0,2355.0,4191.0,3800.1744,201,1,25,10,1,7,2255,54,279,109,69,78,293,1590,211,676,171,200,202,431,27,94,9,1,0,1,9,482,1477,18,37,26,28,109,78,221,2,19,3,4,21,27,117,0,9,1,1,10,71,156,2,19,5,3,15,505,1025,19,109,41,27,18
1279,26,191,0,2,0,25,0,146.0,8.0,4301.0,6255.0,5414.64945,205,2,37,4,6,1,2195,52,262,104,66,76,277,2624,324,1054,255,313,331,722,26,155,2,0,0,2,4,126,409,4,8,6,8,26,26,142,0,2,0,2,4,26,188,0,2,0,2,4,121,432,4,22,8,6,17,225,413,8,42,16,11,10
1280,8,174,0,1,3,83,0,265.0,16.0,4692.0,14392.0,9680.829312,44,1,20,9,2,13,696,16,81,35,19,24,93,2267,297,943,234,286,297,641,8,141,1,3,0,1,8,58,247,2,7,3,4,20,159,356,6,31,9,10,42,8,171,0,1,3,1,9,52,197,2,11,7,3,14,435,900,17,91,39,24,17
1281,24,85,1,3,0,29,0,394.0,17.0,441.0,7812.0,4516.2012,367,2,3,5,6,15,1987,49,243,96,61,70,257,1181,145,487,110,134,146,325,75,303,13,4,3,5,15,174,521,7,12,9,11,38,24,70,1,3,0,2,5,24,84,1,3,0,2,5,119,356,5,23,8,6,18,273,495,11,53,20,14,12
1282,8,228,1,3,0,64,0,398.0,12.0,973.0,2079.0,1906.5717,44,1,20,9,4,14,715,17,83,32,19,24,93,3289,395,1293,304,381,408,928,59,433,13,4,3,4,19,158,593,7,12,9,10,42,8,167,1,3,0,1,9,8,225,1,3,0,1,9,52,248,3,13,4,3,14,435,934,18,93,36,24,17
1283,27,164,0,8,3,27,0,284.0,4.0,3602.0,13582.0,8857.2414,257,1,9,7,2,6,2267,54,278,111,69,78,290,2118,275,873,215,263,273,595,27,132,8,3,0,1,7,431,1346,16,35,23,25,95,178,352,6,38,9,10,40,27,161,0,8,3,1,7,71,188,2,18,7,3,12,358,709,14,78,31,19,14
1284,23,59,0,6,0,93,0,119.0,9.0,3193.0,4651.0,3986.288768,3,1,9,7,4,5,1903,46,236,92,58,66,248,945,105,384,78,96,109,256,23,55,6,0,0,1,7,326,976,12,24,18,19,73,23,51,0,6,0,1,7,23,59,0,6,0,1,7,67,120,2,16,4,3,12,354,672,14,76,28,19,14
1285,12,104,1,4,0,22,0,259.0,10.254457730228655,6254.0,9027.0,7888.13025,54,1,36,3,2,20,1008,25,124,48,29,35,128,1390,174,567,137,164,172,375,63,321,14,4,3,4,13,213,673,9,16,12,13,47,12,84,1,4,0,1,3,12,102,1,4,0,1,3,56,152,3,14,4,3,8,111,204,5,24,8,6,5
1286,14,14,1,2,0,94,0,130.0,9.0,945.0,6043.0,3574.9091840000006,205,2,37,4,4,0,1150,29,142,56,34,41,150,276,25,108,18,21,27,73,65,241,12,4,3,5,14,114,321,5,8,6,8,26,14,12,1,2,0,2,4,14,14,1,2,0,2,4,109,306,5,22,8,6,17,213,354,9,42,16,11,10
1287,19,239,1,4,2,52,1,268.0,10.0,2877.0,5324.0,651.692304,297,1,33,2,1,10,1621,39,194,78,49,54,200,3582,415,1370,318,403,424,982,70,444,14,6,4,4,12,220,750,9,18,13,13,46,120,333,5,24,7,7,24,70,414,3,14,6,4,13,63,259,3,14,6,4,7,67,160,3,14,6,4,3
1288,35,201,0,0,0,25,0,304.0,6.0,4126.0,6070.0,5391.54735,339,1,9,7,3,9,2920,70,350,140,90,102,372,2965,344,1147,270,334,354,806,35,165,0,0,0,1,7,35,113,0,0,0,1,7,35,151,0,0,0,1,7,35,198,0,0,0,1,7,79,223,2,10,4,3,12,366,739,14,70,28,19,14
1289,15,10,1,9,3,65,0,459.0,7.0,590.0,1237.0,1359.4086,275,1,9,7,4,9,1221,31,159,63,36,43,162,424,38,169,25,33,40,110,66,237,19,7,3,4,17,470,1420,19,39,26,28,106,166,346,7,39,9,10,40,15,10,1,9,3,1,7,59,78,3,19,7,3,12,346,659,15,79,31,19,14
1290,45,5,1,0,2,88,0,341.0,16.0,9486.0,13922.0,11890.012288,219,1,34,2,2,18,3676,91,450,182,115,132,475,121,7,29,6,6,8,20,96,232,10,6,3,4,12,45,5,1,2,0,1,2,146,253,5,20,6,7,24,45,5,1,0,2,1,2,89,73,3,10,6,3,7,93,58,3,10,6,3,3
1291,31,141,0,3,2,55,1,381.0,11.0,1809.0,3527.0,454.8596472,121,2,1,5,0,12,2574,62,313,126,79,91,331,1759,234,735,188,222,226,477,31,111,3,2,1,2,5,181,543,6,14,10,11,38,132,299,4,23,7,8,27,82,350,2,13,6,5,16,126,398,4,23,10,7,18,280,537,10,53,22,15,12
1292,12,228,0,8,0,90,0,256.0,7.0,1753.0,3689.0,2936.00384,205,1,25,10,5,8,1044,24,128,48,29,35,135,3293,394,1298,304,381,408,929,12,188,8,0,0,1,9,416,1387,16,32,23,25,98,12,167,0,8,0,1,10,12,225,0,8,0,1,10,56,248,2,18,4,3,15,490,1081,19,108,40,27,18
1293,18,201,0,1,0,42,0,268.0,15.0,4442.0,5460.0,5192.980847999999,3,2,44,4,1,0,1526,36,181,72,45,53,191,2948,344,1148,270,334,355,803,18,165,1,0,0,2,4,68,268,2,4,3,5,15,18,151,0,1,0,2,4,18,198,0,1,0,2,4,113,440,4,21,8,6,17,217,420,8,41,16,11,10
1294,15,51,1,9,0,37,0,513.0,15.0,1221.0,1651.0,1946.272125,201,1,25,10,2,5,1234,31,159,60,36,43,165,826,92,337,68,82,93,221,66,275,19,4,3,4,20,470,1447,19,36,26,28,109,15,44,1,9,0,1,10,15,51,1,9,0,1,10,59,114,3,19,4,3,15,493,1004,20,109,40,27,18
1295,20,218,1,9,0,36,0,455.0,8.0,6299.0,9197.0,8188.677,214,2,2,5,5,8,1697,41,209,80,50,58,214,3182,377,1257,290,362,392,889,71,425,19,4,3,5,15,475,1540,19,36,26,29,104,20,163,1,9,0,2,5,20,215,1,9,0,2,5,115,450,5,29,8,6,18,269,583,11,59,20,14,12
1296,15,164,1,5,3,22,0,209.0,9.0,7106.0,16324.0,11904.70365,220,2,4,5,0,0,1259,31,155,63,36,44,160,2106,276,870,215,263,274,593,66,374,15,7,3,5,15,267,863,11,23,15,17,60,166,352,7,35,9,11,38,15,161,1,5,3,2,5,110,413,5,25,11,6,18,264,550,11,55,23,14,12
1297,29,192,0,9,1,77,0,566.0,10.0,4519.0,6045.0,5794.7472,339,1,20,9,5,11,2434,58,299,117,73,84,313,2661,326,1071,256,316,333,735,29,156,9,1,0,1,8,484,1524,18,37,26,28,108,80,239,2,19,3,4,20,29,189,0,9,1,1,9,73,214,2,19,5,3,14,456,910,17,99,37,24,17
1298,12,228,0,5,0,1,0,340.0,10.0,1023.0,3697.0,2702.0897640000003,86,1,25,10,2,8,1044,24,125,48,29,35,135,3293,394,1295,304,381,408,929,12,188,5,0,0,1,9,264,903,10,20,15,16,65,12,167,0,5,0,1,10,12,225,0,5,0,1,10,56,248,2,15,4,3,15,490,1081,19,105,40,27,18
1299,27,269,1,0,0,70,0,330.0,16.0,1788.0,13170.0,7742.7603,348,2,3,5,6,14,2304,55,270,108,69,79,288,3981,466,1523,355,449,473,1082,78,471,10,4,3,5,15,27,154,1,0,0,2,5,27,197,1,0,0,2,5,27,266,1,0,0,2,5,122,480,5,20,8,6,18,276,610,11,50,20,14,12
1300,16,128,1,2,0,7,0,101.0,5.0,2499.0,3680.0,3191.720796,228,0,31,1,3,3,1335,33,162,64,39,45,167,1615,214,679,173,203,204,432,67,343,12,4,3,3,11,116,377,5,8,6,6,23,16,102,1,2,0,0,1,16,125,1,2,0,0,1,13,22,1,2,0,0,0,15,30,1,2,0,0,0
1301,31,201,0,6,0,2,1,117.0,6.0,3708.0,5539.0,711.41935095,54,2,37,4,5,0,2594,62,316,124,79,91,330,2961,344,1153,270,335,355,803,31,165,6,0,1,2,4,334,1063,12,24,19,20,70,31,151,0,6,1,2,4,82,392,2,16,4,5,15,126,440,4,26,8,7,17,230,420,8,46,16,12,10
1302,49,78,0,9,2,3,0,522.0,7.0,2127.0,3281.0,3227.567211,3,1,30,1,4,13,4008,98,499,198,126,142,516,1111,133,461,102,121,134,298,49,66,9,2,0,1,1,504,1460,18,38,26,28,100,150,275,4,29,6,7,23,49,77,0,9,2,1,1,93,133,2,19,6,3,6,47,18,0,9,2,0,1
1303,6,231,0,4,0,11,0,209.0,15.0,4696.0,6654.0,5891.920749,100,2,1,5,0,21,559,12,64,24,14,19,68,3388,400,1317,307,388,414,946,6,191,4,0,0,2,5,207,744,8,16,12,14,49,6,170,0,4,0,2,5,6,228,0,4,0,2,5,101,458,4,24,8,6,18,255,590,10,54,20,14,12
1304,18,210,0,2,3,55,0,167.0,8.0,983.0,1473.0,1387.0457279999998,257,1,19,9,6,14,1530,36,182,75,45,52,196,3110,362,1218,282,350,377,858,18,173,2,3,0,1,8,118,428,4,11,6,7,31,169,358,6,32,9,10,42,18,207,0,2,3,1,9,62,232,2,12,7,3,14,445,925,17,92,39,24,17
1305,8,148,1,1,2,7,0,267.0,13.0,2148.0,6556.0,4624.197534,20,2,4,5,1,0,688,17,81,34,19,25,90,1879,249,783,197,236,243,517,59,360,11,6,3,5,15,58,232,3,6,3,5,16,109,302,5,21,6,8,27,8,145,1,1,2,2,5,103,404,5,21,10,6,18,257,542,11,51,22,14,12
1306,34,195,1,7,0,71,0,113.0,7.0,5357.0,10190.0,7813.0206,205,1,34,2,3,20,2840,69,347,136,87,99,358,2781,333,1099,261,322,341,758,85,403,17,4,3,4,12,388,1219,15,28,21,22,79,34,145,1,7,0,1,2,34,192,1,7,0,1,2,78,217,3,17,4,3,7,82,136,3,17,4,3,3
1307,33,164,1,5,3,3,0,340.0,14.0,3798.0,14326.0,9413.748531000001,3,1,9,7,4,7,2744,67,335,135,84,96,352,2124,276,870,215,263,273,595,84,374,15,7,3,4,17,285,863,11,23,15,16,62,184,352,7,35,9,10,40,33,161,1,5,3,1,7,77,188,3,15,7,3,12,364,709,15,75,31,19,14
1308,21,78,1,8,0,17,0,227.0,9.0,2599.0,3195.0,3126.297339,205,1,36,3,4,19,1738,43,218,84,53,60,223,1085,134,460,100,121,134,300,72,297,18,4,3,4,13,425,1304,17,32,23,25,91,21,64,1,8,0,1,3,21,77,1,8,0,1,3,65,133,3,18,4,3,8,120,197,5,28,8,6,5
1309,12,191,0,8,0,22,0,296.0,3.0,8679.0,11936.0,10580.073525,262,1,34,2,3,18,1033,24,128,48,29,35,127,2610,324,1060,255,313,330,720,12,155,8,0,0,1,2,416,1362,16,32,23,25,90,12,142,0,8,0,1,2,12,188,0,8,0,1,2,56,213,2,18,4,3,7,60,132,2,18,4,3,3
1310,0,150,1,8,0,37,0,281.0,5.0,1457.0,4530.0,3267.81,348,2,4,5,0,15,46,1,8,0,0,1,5,1956,258,822,202,246,254,544,51,362,18,4,3,5,15,404,1338,17,32,23,26,93,0,118,1,8,0,2,5,0,147,1,8,0,2,5,95,406,5,28,8,6,18,249,544,11,58,20,14,12
1311,41,67,1,4,0,81,1,288.0,11.0,9948.0,14478.0,1850.1333312,367,2,3,5,6,0,3371,83,414,164,107,121,435,1014,118,414,87,108,119,273,92,288,14,4,4,5,15,242,659,9,16,13,14,49,41,58,1,4,1,2,5,92,313,3,14,4,5,16,136,342,5,24,8,7,18,290,482,11,54,20,15,12
1312,35,4,1,0,0,94,0,283.0,8.0,1266.0,1912.0,1846.294912,205,2,0,0,2,19,2868,71,350,140,90,103,366,79,5,19,3,4,6,14,86,231,10,4,3,5,10,35,4,1,0,0,2,0,35,3,1,0,0,2,0,35,4,1,0,0,2,0,130,297,5,20,8,6,16,184,247,7,30,12,9,7
1313,41,59,1,0,0,60,0,302.0,9.0,4495.0,6853.0,5846.535025,221,2,2,5,6,17,3369,83,410,164,106,121,435,959,106,378,78,96,110,255,92,281,10,4,3,5,15,41,36,1,0,0,2,5,41,51,1,0,0,2,5,41,59,1,0,0,2,5,136,339,5,20,8,6,18,290,479,11,50,20,14,12
1314,21,231,0,9,0,52,1,538.0,16.0,4612.0,6347.0,898.1552808,350,2,45,5,5,18,1781,42,219,84,54,61,225,3403,400,1322,307,389,414,946,21,191,9,0,1,2,5,476,1545,18,36,27,29,104,21,170,0,9,1,2,5,72,408,2,19,4,5,16,116,458,4,29,8,7,18,270,590,10,59,20,15,12
1315,27,164,1,7,3,65,0,125.0,7.0,4099.0,11033.0,7619.3369999999995,35,2,1,5,3,1,2267,55,277,111,69,79,288,2118,276,872,215,263,274,593,78,374,17,7,3,5,15,381,1196,15,31,21,23,82,178,352,7,37,9,11,38,27,161,1,7,3,2,5,122,413,5,27,11,6,18,276,550,11,57,23,14,12
1316,32,127,1,0,0,47,0,254.0,11.0,7410.0,10060.0,8941.018896,315,2,4,5,0,16,2646,65,320,128,81,94,341,1662,222,693,178,209,211,445,83,342,10,4,3,5,15,32,67,1,0,0,2,5,32,101,1,0,0,2,5,32,124,1,0,0,2,5,127,387,5,20,8,6,18,281,525,11,50,20,14,12
1317,11,10,1,1,3,70,0,235.0,16.0,319.0,880.0,827.1054,204,1,25,10,4,7,891,23,111,47,26,32,124,420,38,161,25,33,40,113,62,237,11,7,3,4,20,61,167,3,7,3,4,21,162,346,7,31,9,10,43,11,10,1,1,3,1,10,55,78,3,11,7,3,15,489,978,20,101,43,27,18
1318,13,16,1,5,0,54,0,310.0,13.0,1680.0,2222.0,2249.053344,339,1,20,9,5,11,1073,27,135,52,32,37,144,339,29,131,20,25,31,89,64,243,15,4,3,4,19,265,788,11,20,15,16,64,13,14,1,5,0,1,9,13,16,1,5,0,1,9,57,84,3,15,4,3,14,440,835,18,95,36,24,17
1319,10,212,1,3,3,76,0,350.0,16.0,828.0,1161.0,1332.6291,343,2,1,5,1,21,866,21,103,43,24,31,109,3131,367,1228,284,354,383,867,61,420,13,7,3,5,15,160,587,7,15,9,11,38,161,359,7,33,9,11,38,10,209,1,3,3,2,5,105,447,5,23,11,6,18,259,579,11,53,23,14,12
1320,11,236,0,8,0,43,0,219.0,2.0,2775.0,6840.0,4995.284256,3,2,44,4,2,11,956,22,118,44,26,33,118,3491,408,1350,314,395,420,963,11,196,8,0,0,2,4,415,1392,16,32,23,26,92,11,173,0,8,0,2,4,11,233,0,8,0,2,4,106,461,4,28,8,6,17,210,432,8,48,16,11,10
1321,25,268,0,6,2,90,0,129.0,5.0,4165.0,13714.0,8942.319232,205,1,34,2,1,17,2137,50,256,102,64,72,264,3939,463,1519,354,447,469,1073,25,222,6,2,0,1,2,328,1102,12,26,18,19,68,126,342,4,26,6,7,24,25,265,0,6,2,1,2,69,286,2,16,6,3,7,73,170,2,16,6,3,3
1322,21,200,0,3,0,89,0,362.0,11.0,5018.0,6315.0,5947.829888,282,1,25,10,1,6,1768,42,213,84,53,60,229,2903,342,1140,269,332,351,798,21,164,3,0,0,1,9,171,579,6,12,9,10,43,21,150,0,3,0,1,10,21,197,0,3,0,1,10,65,222,2,13,4,3,15,499,1069,19,103,40,27,18
1323,10,3,0,2,0,18,1,115.0,13.0,2024.0,2827.0,381.50934525,247,1,25,10,5,8,815,20,102,40,25,30,113,38,2,12,2,3,3,13,10,3,2,0,1,1,9,110,311,4,8,7,7,32,10,2,0,2,1,1,10,61,275,2,12,4,4,21,54,71,2,12,4,4,15,488,972,19,102,40,28,18
1324,18,263,1,4,3,52,0,274.0,13.0,753.0,1980.0,1631.769408,297,2,4,5,1,0,1545,37,184,75,45,53,192,3875,456,1496,347,440,463,1061,69,466,14,7,3,5,15,219,766,9,19,12,14,49,169,361,7,34,9,11,38,18,260,1,4,3,2,5,113,476,5,24,11,6,18,267,606,11,54,23,14,12
1325,30,40,0,7,0,77,0,184.0,3.0,4402.0,6413.0,5537.1888,257,2,4,5,1,15,2478,60,307,120,76,88,320,766,85,311,61,77,88,204,30,38,7,0,0,2,5,384,1137,14,28,21,23,82,30,34,0,7,0,2,5,30,40,0,7,0,2,5,125,327,4,27,8,6,18,279,471,10,57,20,14,12
1326,33,242,0,2,0,10,0,156.0,9.0,880.0,3049.0,2122.057773,279,1,25,10,2,7,2773,66,332,132,84,96,355,3624,418,1380,321,407,428,994,33,200,2,0,0,1,9,133,446,4,8,6,7,32,33,176,0,2,0,1,10,33,239,0,2,0,1,10,77,261,2,12,4,3,15,511,1090,19,102,40,27,18
1327,43,16,0,4,0,9,1,290.0,17.0,1435.0,2035.0,304.16208075,205,2,10,0,6,15,3522,86,434,172,111,127,451,363,28,130,20,26,32,85,43,16,4,0,1,2,0,244,632,8,16,13,14,44,43,14,0,4,1,2,0,94,285,2,14,4,5,11,138,308,4,24,8,7,16,192,254,6,34,12,10,7
1328,14,120,1,3,2,61,0,374.0,11.0,1969.0,5302.0,3973.365,162,2,4,5,1,15,1170,29,143,58,34,41,151,1577,212,670,172,200,203,427,65,335,13,6,3,5,15,164,533,7,14,9,11,38,115,290,5,23,6,8,27,14,117,1,3,2,2,5,109,381,5,23,10,6,18,263,519,11,53,22,14,12
1329,36,220,0,1,2,74,0,250.0,16.0,2210.0,3261.0,2959.9812,44,2,1,5,5,9,3003,72,361,146,93,106,381,3254,381,1269,295,368,396,904,36,182,1,2,0,2,5,86,277,2,6,3,5,16,137,324,4,21,6,8,27,36,217,0,1,2,2,5,131,451,4,21,10,6,18,285,584,10,51,22,14,12
1330,27,164,1,8,3,78,0,223.0,8.0,3942.0,13114.0,8670.2418,43,1,20,9,2,14,2267,55,278,111,69,78,292,2118,276,873,215,263,273,597,78,374,18,7,3,4,19,431,1346,17,35,23,25,97,178,352,7,38,9,10,42,27,161,1,8,3,1,9,71,188,3,18,7,3,14,454,893,18,98,39,24,17
1331,27,231,1,1,1,42,0,294.0,15.0,3022.0,4113.0,3842.1021600000004,204,1,25,10,5,5,2294,55,271,109,69,78,293,3409,401,1314,308,388,413,949,78,436,11,5,3,4,20,77,282,3,5,3,4,21,78,245,3,11,3,4,21,27,228,1,1,1,1,10,71,251,3,11,5,3,15,505,1083,20,101,41,27,18
1332,43,253,1,3,0,88,0,356.0,17.0,2779.0,4241.0,3816.213632,282,1,42,4,5,8,3589,87,433,172,110,126,455,3877,457,1498,348,441,464,1062,94,457,13,4,3,4,14,193,606,7,12,9,10,37,43,185,1,3,0,1,4,43,250,1,3,0,1,4,87,272,3,13,4,3,9,242,439,9,43,16,11,9
1333,11,239,0,8,2,91,0,272.0,3.0,2763.0,4648.0,3921.3180159999997,53,2,10,0,1,21,958,22,118,46,26,33,114,3574,414,1374,318,402,425,980,11,199,8,2,0,2,0,415,1394,16,34,23,26,88,112,333,4,28,6,8,22,11,236,0,8,2,2,0,106,463,4,28,10,6,16,160,338,6,38,14,9,7
1334,43,120,0,3,1,80,0,367.0,15.0,3414.0,5016.0,4485.0828,201,1,25,10,1,8,3541,86,433,173,110,126,461,1606,211,670,171,200,202,431,43,94,3,1,0,1,9,193,533,6,13,9,10,43,94,221,2,13,3,4,21,43,117,0,3,1,1,10,87,156,2,13,5,3,15,521,1025,19,103,41,27,18
1335,6,164,0,7,3,87,0,185.0,8.0,2137.0,8397.0,5377.640576,205,1,25,10,4,7,536,12,67,27,14,18,73,2097,275,872,215,263,273,598,6,132,7,3,0,1,9,360,1196,14,31,21,22,87,157,352,6,37,9,10,43,6,161,0,7,3,1,10,50,188,2,17,7,3,15,484,1047,19,107,43,27,18
1336,11,141,1,2,2,91,1,155.0,10.0,2842.0,5010.0,603.9160512,282,1,9,7,4,9,925,23,112,46,27,32,121,1740,235,734,188,222,225,479,62,354,12,6,4,4,17,111,380,5,10,7,7,29,112,299,5,22,7,7,29,62,350,3,12,6,4,18,55,166,3,12,6,4,12,342,693,15,72,30,20,14
1337,26,201,1,6,0,45,0,110.0,8.0,3995.0,5369.0,4765.0572,368,1,5,6,3,9,2201,53,266,104,66,75,279,2956,345,1153,270,334,354,805,77,409,16,4,3,4,16,329,1063,13,24,18,19,72,26,151,1,6,0,1,6,26,198,1,6,0,1,6,70,223,3,16,4,3,11,316,645,13,66,24,16,13
1338,31,201,0,1,0,79,0,252.0,13.0,5329.0,6871.0,6296.3307,219,1,36,3,6,1,2594,62,311,124,78,90,329,2961,344,1148,270,334,354,802,31,165,1,0,0,1,3,81,268,2,4,3,4,14,31,151,0,1,0,1,3,31,198,0,1,0,1,3,75,223,2,11,4,3,8,130,225,4,21,8,6,5
1339,23,156,1,6,0,59,1,132.0,5.0,6421.0,19515.0,1953.3897792,297,2,2,5,6,19,1919,47,236,92,59,67,246,2020,263,836,206,252,259,560,74,367,16,4,4,5,15,326,1028,13,24,19,20,71,23,121,1,6,1,2,5,74,360,3,16,4,5,16,118,410,5,26,8,7,18,272,547,11,56,20,15,12
